País de nacimiento;Grupo quinquenal de edad;Sexo;Periodo;Total
Ucrania;Todas las edades;Total;1 de julio de 2009;79.541
Ucrania;Todas las edades;Total;1 de abril de 2009;""
Ucrania;Todas las edades;Total;1 de enero de 2009;79.562
Ucrania;Todas las edades;Total;1 de octubre de 2008;""
Ucrania;Todas las edades;Total;1 de julio de 2008;78.776
Ucrania;Todas las edades;Total;1 de abril de 2008;""
Ucrania;Todas las edades;Total;1 de enero de 2008;76.862
Ucrania;Todas las edades;Total;1 de octubre de 2007;""
Ucrania;Todas las edades;Total;1 de julio de 2007;73.543
Ucrania;Todas las edades;Total;1 de abril de 2007;""
Ucrania;Todas las edades;Total;1 de enero de 2007;70.336
Ucrania;Todas las edades;Total;1 de octubre de 2006;""
Ucrania;Todas las edades;Total;1 de julio de 2006;66.893
Ucrania;Todas las edades;Total;1 de abril de 2006;""
Ucrania;Todas las edades;Total;1 de enero de 2006;64.653
Ucrania;Todas las edades;Total;1 de octubre de 2005;""
Ucrania;Todas las edades;Total;1 de julio de 2005;62.272
Ucrania;Todas las edades;Total;1 de abril de 2005;""
Ucrania;Todas las edades;Total;1 de enero de 2005;58.406
Ucrania;Todas las edades;Total;1 de octubre de 2004;""
Ucrania;Todas las edades;Total;1 de julio de 2004;52.357
Ucrania;Todas las edades;Total;1 de abril de 2004;""
Ucrania;Todas las edades;Total;1 de enero de 2004;49.483
Ucrania;Todas las edades;Total;1 de octubre de 2003;""
Ucrania;Todas las edades;Total;1 de julio de 2003;44.690
Ucrania;Todas las edades;Total;1 de abril de 2003;""
Ucrania;Todas las edades;Total;1 de enero de 2003;39.676
Ucrania;Todas las edades;Total;1 de octubre de 2002;""
Ucrania;Todas las edades;Total;1 de julio de 2002;32.452
Ucrania;Todas las edades;Total;1 de abril de 2002;""
Ucrania;Todas las edades;Total;1 de enero de 2002;25.942
Moldavia;Todas las edades;Total;1 de enero de 2025;25.171
Moldavia;Todas las edades;Total;1 de octubre de 2024;25.146
Moldavia;Todas las edades;Total;1 de julio de 2024;24.971
Moldavia;Todas las edades;Total;1 de abril de 2024;24.904
Moldavia;Todas las edades;Total;1 de enero de 2024;24.923
Moldavia;Todas las edades;Total;1 de octubre de 2023;24.721
Moldavia;Todas las edades;Total;1 de julio de 2023;24.425
Moldavia;Todas las edades;Total;1 de abril de 2023;24.294
Moldavia;Todas las edades;Total;1 de enero de 2023;24.134
Moldavia;Todas las edades;Total;1 de octubre de 2022;23.774
Moldavia;Todas las edades;Total;1 de julio de 2022;23.152
Moldavia;Todas las edades;Total;1 de abril de 2022;22.702
Moldavia;Todas las edades;Total;1 de enero de 2022;22.391
Moldavia;Todas las edades;Total;1 de octubre de 2021;22.358
Moldavia;Todas las edades;Total;1 de julio de 2021;22.007
Moldavia;Todas las edades;Total;1 de abril de 2021;21.942
Moldavia;Todas las edades;Total;1 de enero de 2021;21.972
Moldavia;Todas las edades;Total;1 de octubre de 2020;""
Moldavia;Todas las edades;Total;1 de julio de 2020;21.461
Moldavia;Todas las edades;Total;1 de abril de 2020;""
Moldavia;Todas las edades;Total;1 de enero de 2020;21.184
Moldavia;Todas las edades;Total;1 de octubre de 2019;""
Moldavia;Todas las edades;Total;1 de julio de 2019;20.446
Moldavia;Todas las edades;Total;1 de abril de 2019;""
Moldavia;Todas las edades;Total;1 de enero de 2019;19.940
Moldavia;Todas las edades;Total;1 de octubre de 2018;""
Moldavia;Todas las edades;Total;1 de julio de 2018;19.270
Moldavia;Todas las edades;Total;1 de abril de 2018;""
Moldavia;Todas las edades;Total;1 de enero de 2018;18.947
Moldavia;Todas las edades;Total;1 de octubre de 2017;""
Moldavia;Todas las edades;Total;1 de julio de 2017;18.332
Moldavia;Todas las edades;Total;1 de abril de 2017;""
Moldavia;Todas las edades;Total;1 de enero de 2017;17.982
Moldavia;Todas las edades;Total;1 de octubre de 2016;""
Moldavia;Todas las edades;Total;1 de julio de 2016;17.564
Moldavia;Todas las edades;Total;1 de abril de 2016;""
Moldavia;Todas las edades;Total;1 de enero de 2016;17.395
Moldavia;Todas las edades;Total;1 de octubre de 2015;""
Moldavia;Todas las edades;Total;1 de julio de 2015;16.945
Moldavia;Todas las edades;Total;1 de abril de 2015;""
Moldavia;Todas las edades;Total;1 de enero de 2015;16.709
Moldavia;Todas las edades;Total;1 de octubre de 2014;""
Moldavia;Todas las edades;Total;1 de julio de 2014;16.479
Moldavia;Todas las edades;Total;1 de abril de 2014;""
Moldavia;Todas las edades;Total;1 de enero de 2014;16.490
Moldavia;Todas las edades;Total;1 de octubre de 2013;""
Moldavia;Todas las edades;Total;1 de julio de 2013;16.572
Moldavia;Todas las edades;Total;1 de abril de 2013;""
Moldavia;Todas las edades;Total;1 de enero de 2013;16.764
Moldavia;Todas las edades;Total;1 de octubre de 2012;""
Moldavia;Todas las edades;Total;1 de julio de 2012;16.788
Moldavia;Todas las edades;Total;1 de abril de 2012;""
Moldavia;Todas las edades;Total;1 de enero de 2012;17.148
Moldavia;Todas las edades;Total;1 de octubre de 2011;""
Moldavia;Todas las edades;Total;1 de julio de 2011;17.139
Moldavia;Todas las edades;Total;1 de abril de 2011;""
Moldavia;Todas las edades;Total;1 de enero de 2011;17.148
Moldavia;Todas las edades;Total;1 de octubre de 2010;""
Moldavia;Todas las edades;Total;1 de julio de 2010;17.111
Moldavia;Todas las edades;Total;1 de abril de 2010;""
Moldavia;Todas las edades;Total;1 de enero de 2010;17.110
Moldavia;Todas las edades;Total;1 de octubre de 2009;""
Moldavia;Todas las edades;Total;1 de julio de 2009;17.018
Moldavia;Todas las edades;Total;1 de abril de 2009;""
Moldavia;Todas las edades;Total;1 de enero de 2009;16.799
Moldavia;Todas las edades;Total;1 de octubre de 2008;""
Moldavia;Todas las edades;Total;1 de julio de 2008;16.262
Moldavia;Todas las edades;Total;1 de abril de 2008;""
Moldavia;Todas las edades;Total;1 de enero de 2008;15.267
Moldavia;Todas las edades;Total;1 de octubre de 2007;""
Moldavia;Todas las edades;Total;1 de julio de 2007;13.944
Moldavia;Todas las edades;Total;1 de abril de 2007;""
Moldavia;Todas las edades;Total;1 de enero de 2007;12.628
Moldavia;Todas las edades;Total;1 de octubre de 2006;""
Moldavia;Todas las edades;Total;1 de julio de 2006;11.505
Moldavia;Todas las edades;Total;1 de abril de 2006;""
Moldavia;Todas las edades;Total;1 de enero de 2006;10.698
Moldavia;Todas las edades;Total;1 de octubre de 2005;""
Moldavia;Todas las edades;Total;1 de julio de 2005;9.916
Moldavia;Todas las edades;Total;1 de abril de 2005;""
Moldavia;Todas las edades;Total;1 de enero de 2005;8.883
Moldavia;Todas las edades;Total;1 de octubre de 2004;""
Moldavia;Todas las edades;Total;1 de julio de 2004;7.376
Moldavia;Todas las edades;Total;1 de abril de 2004;""
Moldavia;Todas las edades;Total;1 de enero de 2004;6.398
Moldavia;Todas las edades;Total;1 de octubre de 2003;""
Moldavia;Todas las edades;Total;1 de julio de 2003;5.377
Moldavia;Todas las edades;Total;1 de abril de 2003;""
Moldavia;Todas las edades;Total;1 de enero de 2003;4.497
Moldavia;Todas las edades;Total;1 de octubre de 2002;""
Moldavia;Todas las edades;Total;1 de julio de 2002;3.391
Moldavia;Todas las edades;Total;1 de abril de 2002;""
Moldavia;Todas las edades;Total;1 de enero de 2002;2.590
Rusia;Todas las edades;Total;1 de enero de 2025;141.438
Rusia;Todas las edades;Total;1 de octubre de 2024;140.213
Rusia;Todas las edades;Total;1 de julio de 2024;137.614
Rusia;Todas las edades;Total;1 de abril de 2024;135.609
Rusia;Todas las edades;Total;1 de enero de 2024;134.068
Rusia;Todas las edades;Total;1 de octubre de 2023;131.500
Rusia;Todas las edades;Total;1 de julio de 2023;127.192
Rusia;Todas las edades;Total;1 de abril de 2023;123.440
Rusia;Todas las edades;Total;1 de enero de 2023;118.801
Rusia;Todas las edades;Total;1 de octubre de 2022;112.279
Rusia;Todas las edades;Total;1 de julio de 2022;107.831
Rusia;Todas las edades;Total;1 de abril de 2022;104.225
Rusia;Todas las edades;Total;1 de enero de 2022;101.380
Rusia;Todas las edades;Total;1 de octubre de 2021;99.583
Rusia;Todas las edades;Total;1 de julio de 2021;97.558
Rusia;Todas las edades;Total;1 de abril de 2021;97.355
Rusia;Todas las edades;Total;1 de enero de 2021;97.329
Rusia;Todas las edades;Total;1 de octubre de 2020;""
Rusia;Todas las edades;Total;1 de julio de 2020;96.207
Rusia;Todas las edades;Total;1 de abril de 2020;""
Rusia;Todas las edades;Total;1 de enero de 2020;95.813
Rusia;Todas las edades;Total;1 de octubre de 2019;""
Rusia;Todas las edades;Total;1 de julio de 2019;92.555
Rusia;Todas las edades;Total;1 de abril de 2019;""
Rusia;Todas las edades;Total;1 de enero de 2019;90.753
Rusia;Todas las edades;Total;1 de octubre de 2018;""
Rusia;Todas las edades;Total;1 de julio de 2018;87.799
Rusia;Todas las edades;Total;1 de abril de 2018;""
Rusia;Todas las edades;Total;1 de enero de 2018;86.610
Rusia;Todas las edades;Total;1 de octubre de 2017;""
Rusia;Todas las edades;Total;1 de julio de 2017;84.207
Rusia;Todas las edades;Total;1 de abril de 2017;""
Rusia;Todas las edades;Total;1 de enero de 2017;84.295
Rusia;Todas las edades;Total;1 de octubre de 2016;""
Rusia;Todas las edades;Total;1 de julio de 2016;82.851
Rusia;Todas las edades;Total;1 de abril de 2016;""
Rusia;Todas las edades;Total;1 de enero de 2016;82.067
Rusia;Todas las edades;Total;1 de octubre de 2015;""
Rusia;Todas las edades;Total;1 de julio de 2015;79.885
Rusia;Todas las edades;Total;1 de abril de 2015;""
Rusia;Todas las edades;Total;1 de enero de 2015;78.386
Rusia;Todas las edades;Total;1 de octubre de 2014;""
Rusia;Todas las edades;Total;1 de julio de 2014;75.841
Rusia;Todas las edades;Total;1 de abril de 2014;""
Rusia;Todas las edades;Total;1 de enero de 2014;73.976
Rusia;Todas las edades;Total;1 de octubre de 2013;""
Rusia;Todas las edades;Total;1 de julio de 2013;72.019
Rusia;Todas las edades;Total;1 de abril de 2013;""
Rusia;Todas las edades;Total;1 de enero de 2013;71.013
Rusia;Todas las edades;Total;1 de octubre de 2012;""
Rusia;Todas las edades;Total;1 de julio de 2012;68.447
Rusia;Todas las edades;Total;1 de abril de 2012;""
Rusia;Todas las edades;Total;1 de enero de 2012;67.130
Rusia;Todas las edades;Total;1 de octubre de 2011;""
Rusia;Todas las edades;Total;1 de julio de 2011;64.102
Rusia;Todas las edades;Total;1 de abril de 2011;""
Rusia;Todas las edades;Total;1 de enero de 2011;62.055
Rusia;Todas las edades;Total;1 de octubre de 2010;""
Rusia;Todas las edades;Total;1 de julio de 2010;59.846
Rusia;Todas las edades;Total;1 de abril de 2010;""
Rusia;Todas las edades;Total;1 de enero de 2010;58.461
Rusia;Todas las edades;Total;1 de octubre de 2009;""
Rusia;Todas las edades;Total;1 de julio de 2009;56.831
Rusia;Todas las edades;Total;1 de abril de 2009;""
Rusia;Todas las edades;Total;1 de enero de 2009;55.687
Rusia;Todas las edades;Total;1 de octubre de 2008;""
Rusia;Todas las edades;Total;1 de julio de 2008;53.880
Rusia;Todas las edades;Total;1 de abril de 2008;""
Rusia;Todas las edades;Total;1 de enero de 2008;52.069
Rusia;Todas las edades;Total;1 de octubre de 2007;""
Rusia;Todas las edades;Total;1 de julio de 2007;49.635
Rusia;Todas las edades;Total;1 de abril de 2007;""
Rusia;Todas las edades;Total;1 de enero de 2007;47.235
Rusia;Todas las edades;Total;1 de octubre de 2006;""
Rusia;Todas las edades;Total;1 de julio de 2006;44.334
Rusia;Todas las edades;Total;1 de abril de 2006;""
Rusia;Todas las edades;Total;1 de enero de 2006;41.902
Rusia;Todas las edades;Total;1 de octubre de 2005;""
Rusia;Todas las edades;Total;1 de julio de 2005;39.380
Rusia;Todas las edades;Total;1 de abril de 2005;""
Rusia;Todas las edades;Total;1 de enero de 2005;36.170
Rusia;Todas las edades;Total;1 de octubre de 2004;""
Rusia;Todas las edades;Total;1 de julio de 2004;31.996
Rusia;Todas las edades;Total;1 de abril de 2004;""
Rusia;Todas las edades;Total;1 de enero de 2004;29.520
Rusia;Todas las edades;Total;1 de octubre de 2003;""
Rusia;Todas las edades;Total;1 de julio de 2003;26.181
Rusia;Todas las edades;Total;1 de abril de 2003;""
Rusia;Todas las edades;Total;1 de enero de 2003;22.992
Rusia;Todas las edades;Total;1 de octubre de 2002;""
Rusia;Todas las edades;Total;1 de julio de 2002;19.288
Rusia;Todas las edades;Total;1 de abril de 2002;""
Rusia;Todas las edades;Total;1 de enero de 2002;15.634
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2025;86.847
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2024;85.731
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2024;84.021
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2024;83.063
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2024;82.337
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2023;81.247
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2023;79.295
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2023;78.279
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2023;76.870
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2022;74.580
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2022;71.961
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2022;69.940
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2022;68.541
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2021;67.309
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2021;65.595
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2021;65.534
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2021;65.655
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2020;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2020;57.593
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2020;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2020;56.366
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2019;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2019;53.320
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2019;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2019;51.041
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2018;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2018;48.246
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2018;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2018;46.591
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2017;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2017;44.351
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2017;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2017;43.321
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2016;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2016;41.857
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2016;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2016;40.952
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2015;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2015;39.766
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2015;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2015;39.352
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2014;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2014;38.437
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2014;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2014;38.251
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2013;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2013;38.362
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2013;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2013;40.400
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2012;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2012;39.954
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2012;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2012;40.700
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2011;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2011;40.275
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2011;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2011;40.436
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2010;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2010;40.537
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2010;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2010;40.720
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2009;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2009;40.984
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2009;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2009;41.177
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2008;""
Otro país del resto de Europa;Todas las edades;Total;1 de julio de 2008;40.600
Otro país del resto de Europa;Todas las edades;Total;1 de abril de 2008;""
Otro país del resto de Europa;Todas las edades;Total;1 de enero de 2008;39.162
Otro país del resto de Europa;Todas las edades;Total;1 de octubre de 2007;""
